"YEAR","QUARTER","SKU","SKU_Description","Product","Currency","List_Price","Unit_of_Measure","Cores","Nodes","Sockets","Virtual_Guests","Support_Level","Support_Type","Category","Region","Country","Service_Term"
"2025","Q3","MW01889","Red Hat OpenShift Platform Plus (Bare Metal Nodes) for Distributed Computing (Edge Server), Premium (1-2 sockets)","OPP - OpenShift Platform Plus","USD","4.950,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01890","Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.650,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01939","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","2.145,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01940","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.436,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01941","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server) (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","4.311,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01942","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server) (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","6.600,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02192","Red Hat OpenShift Data Foundation Advanced Upgrade for OpenShift Platform Plus, Standard (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.100,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02193","Red Hat OpenShift Data Foundation Advanced Upgrade for OpenShift Platform Plus, Premium (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.650,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03738","Red Hat OpenShift Platform Plus Extended Update Support Long-Life Add-On - Term 1 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","921,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03739","Red Hat OpenShift Platform Plus Extended Update Support Long-Life Add-On - Term 2 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","2.750,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03746","Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 1 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","276,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03747","Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 2 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","825,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03750","Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 1 (Bare Metal Node, 1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","829,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03751","Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 2 (Bare Metal Node, 1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","2.475,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03986","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced Extended Update Support Long-Life Add-On - Term 1 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.196,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03987","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced Extended Update Support Long-Life Add-On - Term 2 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","3.575,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03994","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 1 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","359,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03995","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 2 (2 Cores or 4 vCPUs)","OPP - OpenShift Platform Plus","USD","1.073,00","CORE BAND","2","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03998","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 1 (Bare Metal Node, 1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","1.078,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW03999","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for for Distributed Computing (Edge Server) Extended Update Support Long-Life Add-On - Term 2 (Bare Metal Node, 1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","3.300,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW04172","Red Hat OpenShift Platform Plus for IBM Cloud Pak (without OpenShift Container Platform), Premium (1 core)","OPP - OpenShift Platform Plus","USD","550,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04273","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node) Extended Update Support Long-Life Add-On - Term 1 (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","10.779,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04274","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node) Extended Update Support Long-Life Add-On - Term 2 (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","33.000,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04293","Red Hat OpenShift Platform Plus (Bare Metal Node) Extended Update Support Long-Life Add-On - Term 1 (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","8.291,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04294","Red Hat OpenShift Platform Plus (Bare Metal Node) Extended Update Support Long-Life Add-On - Term 2 (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","24.750,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04330","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores, Academic)","OPP - OpenShift Platform Plus","USD","19.800,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04331","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores, Academic)","OPP - OpenShift Platform Plus","USD","12.935,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04332","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","66.000,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04333","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","43.115,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04346","Red Hat OpenShift Platform Plus (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores, Academic)","OPP - OpenShift Platform Plus","USD","14.850,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04347","Red Hat OpenShift Platform Plus (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores, Academic)","OPP - OpenShift Platform Plus","USD","9.950,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04348","Red Hat OpenShift Platform Plus (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","49.500,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04349","Red Hat OpenShift Platform Plus (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","33.165,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04468","Red Hat OpenShift Platform Plus (Bare Metal Node, without OpenShift Container Platform), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","9.900,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04469","Red Hat OpenShift Platform Plus (Bare Metal Node, without OpenShift Container Platform), Standard ( 1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","6.765,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04470","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node, without OpenShift Container Platform), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","26.400,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04471","Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node, without OpenShift Container Platform), Standard (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","16.715,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04472","Red Hat OpenShift Data Foundation Advanced Upgrade for OpenShift Platform Plus (Bare Metal Node), Premium (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","16.500,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04473","Red Hat OpenShift Data Foundation Advanced Upgrade for OpenShift Platform Plus (Bare Metal Node), Standard (1-2 Sockets up to 128 Cores)","OPP - OpenShift Platform Plus","USD","9.950,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04750","Red Hat OpenShift Platform Plus for Power, LE, Premium (2 Cores)","OPP - OpenShift Platform Plus","USD","8.396,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04751","Red Hat OpenShift Platform Plus for Power, LE, Standard (2 Cores)","OPP - OpenShift Platform Plus","USD","5.667,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04752","Red Hat OpenShift Platform Plus for IBM Z and IBM LinuxOne, Premium (1 Core)","OPP - OpenShift Platform Plus","USD","4.693,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04753","Red Hat OpenShift Platform Plus for IBM Z and IBM LinuxOne, Standard (1 Core)","OPP - OpenShift Platform Plus","USD","3.168,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03815","Red Hat OpenShift Virtualization Engine (Bare Metal Node), Premium (1-2 sockets up to 128 cores)","OVE - OpenShift Virtualization Engine","USD","3.000,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03816","Red Hat OpenShift Virtualization Engine (Bare Metal Node), Standard (1-2 sockets up to 128 cores)","OVE - OpenShift Virtualization Engine","USD","2.000,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04771","Red Hat OpenShift Virtualization Engine (Bare Metal Node), Premium (1-2 sockets up to 128 cores, Academic)","OVE - OpenShift Virtualization Engine","USD","900,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04772","Red Hat OpenShift Virtualization Engine (Bare Metal Node), Standard (1-2 sockets up to 128 cores, Academic)","OVE - OpenShift Virtualization Engine","USD","600,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4546","Red Hat OpenShift AI, Premium (2 Cores or 4 vCPUs)","OpenShift AI","USD","2.200,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4547","Red Hat OpenShift AI, Standard (2 Cores or 4 vCPUs)","OpenShift AI","USD","1.485,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4721","Red Hat AI Accelerator, Premium (1 Accelerator)","OpenShift AI","USD","1.100,00","AI ACCELERATOR","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4722","Red Hat AI Accelerator, Standard (1 Accelerator)","OpenShift AI","USD","743,00","AI ACCELERATOR","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4792","Red Hat OpenShift AI (Bare Metal Node), Premium (1-2 sockets up to 128 cores)","OpenShift AI","USD","19.800,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4797","Red Hat OpenShift AI (Bare Metal Node), Standard (1-2 sockets up to 128 cores)","OpenShift AI","USD","13.200,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00448","Red Hat OpenShift Container Platform with Application Foundations, Premium, (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","10.340,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00449","Red Hat OpenShift Container Platform with Application Foundations, Premium, (16 Cores or 32 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","82.720,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00450","Red Hat OpenShift Container Platform with Application Foundations, Premium, (64 Cores or 128 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","311.872,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00451","Red Hat OpenShift Container Platform with Application Foundations, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","6.930,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00452","Red Hat OpenShift Container Platform with Application Foundations, Standard (16 Cores or 32 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","55.440,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00453","Red Hat OpenShift Container Platform with Application Foundations, Standard (64 Cores or 128 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","209.088,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01787","Red Hat OpenShift Platform Plus with Application Foundations and Red Hat OpenShift Data Foundation Advanced, Premium (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","13.090,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01788","Red Hat OpenShift Platform Plus with Application Foundations and Red Hat OpenShift Data Foundation Advanced, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","8.745,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01802","Red Hat OpenShift Platform Plus with Application Foundations, Premium (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","11.440,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01803","Red Hat OpenShift Platform Plus with Application Foundations, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Int App Foundation Bndl","USD","7.645,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00361","Red Hat OpenShift Container Platform with Runtimes, Premium, (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","6.050,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00362","Red Hat OpenShift Container Platform with Runtimes, Premium, (16 Cores or 32 vCPUs)","OpenShift and MW Runtimes Bundle","USD","48.400,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00363","Red Hat OpenShift Container Platform with Runtimes, Premium, (64 Cores or 128 vCPUs)","OpenShift and MW Runtimes Bundle","USD","188.320,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00364","Red Hat OpenShift Container Platform with Runtimes, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","4.070,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00365","Red Hat OpenShift Container Platform with Runtimes, Standard (16 Cores or 32 vCPUs)","OpenShift and MW Runtimes Bundle","USD","32.560,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00366","Red Hat OpenShift Container Platform with Runtimes, Standard (64 Cores or 128 vCPUs)","OpenShift and MW Runtimes Bundle","USD","126.720,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01791","Red Hat OpenShift Platform Plus with Runtimes and Red Hat OpenShift Data Foundation Advanced, Premium (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","8.800,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01792","Red Hat OpenShift Platform Plus with Runtimes and Red Hat OpenShift Data Foundation Advanced, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","5.885,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01806","Red Hat OpenShift Platform Plus with Runtimes, Premium (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","7.150,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01807","Red Hat OpenShift Platform Plus with Runtimes, Standard (2 Cores or 4 vCPUs)","OpenShift and MW Runtimes Bundle","USD","4.785,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2884","Red Hat OpenStack Platform (without guest OS), Premium (2-sockets)","OpenStack","USD","3.408,00","SYSTEM","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2885","Red Hat OpenStack Platform (without guest OS), Standard (2-sockets)","OpenStack","USD","2.621,00","SYSTEM","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2886","Red Hat OpenStack Platform, Premium (2-sockets)","OpenStack","USD","6.928,00","SYSTEM","0","0","2","Unlimited","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2887","Red Hat OpenStack Platform, Standard (2-sockets)","OpenStack","USD","5.330,00","SYSTEM","0","0","2","Unlimited","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2979","Red Hat OpenStack Platform with Satellite, Premium (2-sockets)","OpenStack","USD","8.270,00","SYSTEM","0","0","2","Unlimited","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2980","Red Hat OpenStack Platform with Satellite, Standard (2-sockets)","OpenStack","USD","6.361,00","SYSTEM","0","0","2","Unlimited","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2981","Red Hat OpenStack Platform (without guest OS) with Satellite, Premium (2-sockets)","OpenStack","USD","3.793,00","SYSTEM","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2982","Red Hat OpenStack Platform (without guest OS) with Satellite, Standard (2-sockets)","OpenStack","USD","2.917,00","SYSTEM","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT3985","Red Hat OpenStack Platform for Distributed Computing (Edge Server), Premium (1-2 sockets)","OpenStack","USD","1.022,00","SYSTEM","0","0","2","Unlimited","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MCT3986","Red Hat OpenStack Platform for Distributed Computing (Edge Server), Standard (1-2 sockets)","OpenStack","USD","786,00","SYSTEM","0","0","2","Unlimited","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4609","Red Hat OpenStack Services on OpenShift, Premium (1-2 sockets)","OpenStack","USD","3.098,00","SYSTEM","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4610","Red Hat OpenStack Services on OpenShift, Standard (1-2 sockets)","OpenStack","USD","2.383,00","SYSTEM","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4640","Red Hat OpenStack Platform Extended Life Cycle Support Long-Life Add-On - Term 1 (1-2 Sockets)","OpenStack","USD","1.617,00","PHYSICAL NODE","0","0","2","Unlimited","L1-L3","Layered","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4673","Red Hat OpenStack Platform Extended Life Cycle Support Long-Life Add-On - Term 2 (1-2 Sockets)","OpenStack","USD","1.779,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4674","Red Hat OpenStack Platform Extended Life Cycle Support Add-On - Long-Life Offering - Additional Term 3 (1-2 sockets)","OpenStack","USD","1.957,00","PHYSICAL NODE","0","0","2","0","L1-L3","Layered","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","RV00079","Red Hat OpenStack Platform for Bare Metal Managed Nodes, Premium","OpenStack","USD","769,00","SYSTEM","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","RV00080","Red Hat OpenStack Platform for Bare Metal Managed Nodes, Standard","OpenStack","USD","594,00","SYSTEM","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT3791","Red Hat Quay, Premium (1 Deployment)","Quay","USD","49.500,00","DEPLOYMENT","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT3792","Red Hat Quay, Standard (1 Deployment)","Quay","USD","33.000,00","DEPLOYMENT","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02701","Red Hat Quay.io (100 Repositories), Premium","Quay","USD","2.400,00","DEPLOYMENT","0","0","0","0","L1-L3","Premium","CLOUD SERVICES","LATAM","ALL","1 YEARS"
